ID,CUIs
ROCOv2_2023_train_011449,C0024485
ROCOv2_2023_train_011450,C0041618
ROCOv2_2023_train_011451,C0041618
ROCOv2_2023_train_011452,C0041618
ROCOv2_2023_train_011453,C0024485
ROCOv2_2023_train_011454,C0024485
ROCOv2_2023_train_011455,C0024485
ROCOv2_2023_train_011456,C0040405
ROCOv2_2023_train_011457,C0041618
ROCOv2_2023_train_011458,C1306645;C0817096;C1996865
ROCOv2_2023_train_011459,C1306645;C0817096;C0205129
ROCOv2_2023_train_011460,C0040405
ROCOv2_2023_train_011461,C1306645;C0817096;C1996865
ROCOv2_2023_train_011462,C1306645;C0817096;C1996865
ROCOv2_2023_train_011463,C1306645;C0817096;C1996865
ROCOv2_2023_train_011464,C1306645;C0817096;C1996865
ROCOv2_2023_train_011465,C1306645;C0817096;C1996865
ROCOv2_2023_train_011466,C1306645;C0817096;C1996865
ROCOv2_2023_train_011467,C0040405
ROCOv2_2023_train_011468,C1306645;C1999039
ROCOv2_2023_train_011469,C1306645;C1140618;C1999039
ROCOv2_2023_train_011470,C0041618
ROCOv2_2023_train_011471,C0024485
ROCOv2_2023_train_011472,C0040405
ROCOv2_2023_train_011473,C1306645;C0023216
ROCOv2_2023_train_011474,
ROCOv2_2023_train_011475,C1306645;C0023216;C1999039
ROCOv2_2023_train_011476,C1306645;C0023216;C1999039
ROCOv2_2023_train_011477,C1306645;C0023216;C1999039
ROCOv2_2023_train_011478,C1306645;C0023216;C1999039
ROCOv2_2023_train_011479,C1306645;C0023216;C1999039
ROCOv2_2023_train_011480,C1306645;C0817096;C1996865
ROCOv2_2023_train_011481,C0024485
ROCOv2_2023_train_011482,C0040405
ROCOv2_2023_train_011483,C0040405
ROCOv2_2023_train_011484,C0040405
ROCOv2_2023_train_011485,C0024485
ROCOv2_2023_train_011486,C0024485
ROCOv2_2023_train_011487,C0041618
ROCOv2_2023_train_011488,C0041618
ROCOv2_2023_train_011489,C0041618
ROCOv2_2023_train_011490,C0024485
ROCOv2_2023_train_011491,C0024485
ROCOv2_2023_train_011492,C1306645;C0000726
ROCOv2_2023_train_011493,C1306645;C0037949;C1999039
ROCOv2_2023_train_011494,C1306645;C0817096;C1999039
ROCOv2_2023_train_011495,C1306645;C0205129
ROCOv2_2023_train_011496,C1306645;C0037949;C0205129
ROCOv2_2023_train_011497,C1306645;C0037949
ROCOv2_2023_train_011498,C1306645;C0817096;C1999039
ROCOv2_2023_train_011499,C1306645;C0037949;C1999039
ROCOv2_2023_train_011500,C1306645;C0037949;C0205129
ROCOv2_2023_train_011501,C1306645;C0037949;C0205129
ROCOv2_2023_train_011502,C1306645;C0037949;C0205129
ROCOv2_2023_train_011503,C0024485
ROCOv2_2023_train_011504,C0024485
ROCOv2_2023_train_011505,C0024485
ROCOv2_2023_train_011506,C0024485
ROCOv2_2023_train_011507,C0040405
ROCOv2_2023_train_011508,C0040405
ROCOv2_2023_train_011509,C0040405
ROCOv2_2023_train_011510,C0040405
ROCOv2_2023_train_011511,C0040405
ROCOv2_2023_train_011512,C0040405
ROCOv2_2023_train_011513,C1306645;C0817096;C1996865
ROCOv2_2023_train_011514,C1306645;C0817096
ROCOv2_2023_train_011515,C0024485
ROCOv2_2023_train_011516,C0024485
ROCOv2_2023_train_011517,C0024485
ROCOv2_2023_train_011518,C0024485
ROCOv2_2023_train_011519,C1306645;C1140618;C1996865
ROCOv2_2023_train_011520,C0040405
ROCOv2_2023_train_011521,C1306645;C0817096;C1996865
ROCOv2_2023_train_011522,C1306645;C0817096;C1996865
ROCOv2_2023_train_011523,C0041618
ROCOv2_2023_train_011524,C0041618
ROCOv2_2023_train_011525,C0040405
ROCOv2_2023_train_011526,C0024485
ROCOv2_2023_train_011527,C0002978
ROCOv2_2023_train_011528,C0040405
ROCOv2_2023_train_011529,C0040405
ROCOv2_2023_train_011530,C0040405
ROCOv2_2023_train_011531,C0041618
ROCOv2_2023_train_011532,C1306645;C0023216;C1999039
ROCOv2_2023_train_011533,C0024485
ROCOv2_2023_train_011534,C0024485
ROCOv2_2023_train_011535,C1306645;C0817096
ROCOv2_2023_train_011536,C0002978
ROCOv2_2023_train_011537,C0040405
ROCOv2_2023_train_011538,C1306645;C0037949;C1999039
ROCOv2_2023_train_011539,C0040405
ROCOv2_2023_train_011540,C0024485
ROCOv2_2023_train_011541,C0040405
ROCOv2_2023_train_011542,C0040405
ROCOv2_2023_train_011543,C1306645;C0817096;C1996865
ROCOv2_2023_train_011544,C1306645;C0817096;C1996865
ROCOv2_2023_train_011545,C0024485
ROCOv2_2023_train_011546,C0024485
ROCOv2_2023_train_011547,C0040405
ROCOv2_2023_train_011548,C1306645
ROCOv2_2023_train_011549,C0002978
ROCOv2_2023_train_011550,C0040405
ROCOv2_2023_train_011551,C0040405
ROCOv2_2023_train_011552,C0040405
ROCOv2_2023_train_011553,C0040405
ROCOv2_2023_train_011554,C0040405
ROCOv2_2023_train_011555,C0040405
ROCOv2_2023_train_011556,C0040405
ROCOv2_2023_train_011557,C0040405
ROCOv2_2023_train_011558,C0024485
ROCOv2_2023_train_011559,C0041618
ROCOv2_2023_train_011560,C0024485
ROCOv2_2023_train_011561,C0040405
ROCOv2_2023_train_011562,C0040405
ROCOv2_2023_train_011563,C0040405
ROCOv2_2023_train_011564,C0024485
ROCOv2_2023_train_011565,
ROCOv2_2023_train_011566,C1306645;C0037949;C0205129
ROCOv2_2023_train_011567,C1306645;C0037949;C0205129
ROCOv2_2023_train_011568,C0024485
ROCOv2_2023_train_011569,C0024485
ROCOv2_2023_train_011570,C0024485
ROCOv2_2023_train_011571,C0040405
ROCOv2_2023_train_011572,C0040405
ROCOv2_2023_train_011573,C0024485
ROCOv2_2023_train_011574,C0040405
ROCOv2_2023_train_011575,C0032743
ROCOv2_2023_train_011576,C1306645;C0037303
ROCOv2_2023_train_011577,C0041618
ROCOv2_2023_train_011578,C1306645;C1999039
ROCOv2_2023_train_011579,C0040405
ROCOv2_2023_train_011580,C0041618
ROCOv2_2023_train_011581,C0040405
ROCOv2_2023_train_011582,C0040405
ROCOv2_2023_train_011583,C0040405
ROCOv2_2023_train_011584,C1306645;C0037303
ROCOv2_2023_train_011585,C1306645;C0037303
ROCOv2_2023_train_011586,C1306645;C0037303
ROCOv2_2023_train_011587,C1306645;C0037303
ROCOv2_2023_train_011588,C1306645;C0037303
ROCOv2_2023_train_011589,C1306645;C0037303
ROCOv2_2023_train_011590,C1306645;C0037303
ROCOv2_2023_train_011591,C1306645;C0000726
ROCOv2_2023_train_011592,C1306645;C0817096;C1996865
ROCOv2_2023_train_011593,C0040405
ROCOv2_2023_train_011594,C1306645;C0817096;C1996865
ROCOv2_2023_train_011595,C0040405
ROCOv2_2023_train_011596,C1306645;C0817096;C1996865
ROCOv2_2023_train_011597,C0041618
ROCOv2_2023_train_011598,C1306645;C0023216;C1996865
ROCOv2_2023_train_011599,C1306645;C0023216;C1999039
ROCOv2_2023_train_011600,C0024485
ROCOv2_2023_train_011601,C0024485
ROCOv2_2023_train_011602,C0040405
ROCOv2_2023_train_011603,C0040405
ROCOv2_2023_train_011604,C0040405
ROCOv2_2023_train_011605,C0041618
ROCOv2_2023_train_011606,C0040405
ROCOv2_2023_train_011607,C0040405
ROCOv2_2023_train_011608,C0040405
ROCOv2_2023_train_011609,C1306645;C0030797;C1999039
ROCOv2_2023_train_011610,C1306645;C0023216;C1999039
ROCOv2_2023_train_011611,C0024485
ROCOv2_2023_train_011612,C1306645;C0023216;C1999039
ROCOv2_2023_train_011613,C1306645;C0023216;C1999039
ROCOv2_2023_train_011614,C1306645;C0023216;C1999039
ROCOv2_2023_train_011615,C0040405
ROCOv2_2023_train_011616,C0040405
ROCOv2_2023_train_011617,C0040405
ROCOv2_2023_train_011618,C0040405
ROCOv2_2023_train_011619,C0040405
ROCOv2_2023_train_011620,C0040405
ROCOv2_2023_train_011621,C0040405
ROCOv2_2023_train_011622,C0040405
ROCOv2_2023_train_011623,C0040405
ROCOv2_2023_train_011624,C1306645;C0817096;C1999039
ROCOv2_2023_train_011625,C0041618
ROCOv2_2023_train_011626,C0041618
ROCOv2_2023_train_011627,C0002978
ROCOv2_2023_train_011628,C0040405
ROCOv2_2023_train_011629,C1306645;C0030797
ROCOv2_2023_train_011630,C1306645;C0817096;C1996865
ROCOv2_2023_train_011631,C1306645;C0817096;C1996865
ROCOv2_2023_train_011632,C0024485
ROCOv2_2023_train_011633,C0040405
ROCOv2_2023_train_011634,C0024485
ROCOv2_2023_train_011635,C1306645
ROCOv2_2023_train_011636,C0040405
ROCOv2_2023_train_011637,C0040405
ROCOv2_2023_train_011638,C0040405
ROCOv2_2023_train_011639,C0040405
ROCOv2_2023_train_011640,C0040405
ROCOv2_2023_train_011641,C0024485
ROCOv2_2023_train_011642,C0040405
ROCOv2_2023_train_011643,C0040405
ROCOv2_2023_train_011644,C0040405
ROCOv2_2023_train_011645,C1306645;C0817096;C1996865
ROCOv2_2023_train_011646,C1306645;C0817096;C1996865
ROCOv2_2023_train_011647,C1306645;C0817096;C1999039
ROCOv2_2023_train_011648,C0024485
ROCOv2_2023_train_011649,C0024485
ROCOv2_2023_train_011650,C0024485
ROCOv2_2023_train_011651,C1306645;C0817096;C1999039
ROCOv2_2023_train_011652,C0041618
ROCOv2_2023_train_011653,C0041618
ROCOv2_2023_train_011654,C0002978
ROCOv2_2023_train_011655,C0041618
ROCOv2_2023_train_011656,C0040405
ROCOv2_2023_train_011657,C0024485
ROCOv2_2023_train_011658,C0024485
ROCOv2_2023_train_011659,C0024485
ROCOv2_2023_train_011660,C0024485
ROCOv2_2023_train_011661,C0041618
ROCOv2_2023_train_011662,C0041618
ROCOv2_2023_train_011663,C0024485
ROCOv2_2023_train_011664,C0040405
ROCOv2_2023_train_011665,C0040405
ROCOv2_2023_train_011666,C0002978
ROCOv2_2023_train_011667,C0024485
ROCOv2_2023_train_011668,C1306645;C1140618;C1999039
ROCOv2_2023_train_011669,C0040405
ROCOv2_2023_train_011670,C0040405
ROCOv2_2023_train_011671,C0041618
ROCOv2_2023_train_011672,C0041618
ROCOv2_2023_train_011673,C0040405
ROCOv2_2023_train_011674,C0040405
ROCOv2_2023_train_011675,C0040405
ROCOv2_2023_train_011676,C0040405
ROCOv2_2023_train_011677,C0040405
ROCOv2_2023_train_011678,C0040405
ROCOv2_2023_train_011679,C0040405
ROCOv2_2023_train_011680,C1306645;C0037303
ROCOv2_2023_train_011681,C0041618
ROCOv2_2023_train_011682,C0024485
ROCOv2_2023_train_011683,C0040405
ROCOv2_2023_train_011684,C0002978
ROCOv2_2023_train_011685,C0041618
ROCOv2_2023_train_011686,C0024485
ROCOv2_2023_train_011687,C0040405
ROCOv2_2023_train_011688,C0040405
ROCOv2_2023_train_011689,C0024485
ROCOv2_2023_train_011690,C0024485
ROCOv2_2023_train_011691,C1306645;C0023216;C1999039
ROCOv2_2023_train_011692,C0041618
ROCOv2_2023_train_011693,C0041618
ROCOv2_2023_train_011694,C0041618
ROCOv2_2023_train_011695,C0040405
ROCOv2_2023_train_011696,C0040405
ROCOv2_2023_train_011697,C0041618
ROCOv2_2023_train_011698,C0040405
ROCOv2_2023_train_011699,C0041618
ROCOv2_2023_train_011700,C0040405
ROCOv2_2023_train_011701,C0041618
ROCOv2_2023_train_011702,C0024485
ROCOv2_2023_train_011703,C1306645;C0037303;C1996865
ROCOv2_2023_train_011704,C1306645;C0037303;C0205129
ROCOv2_2023_train_011705,C1306645;C0023216;C1999039
ROCOv2_2023_train_011706,C0024485
ROCOv2_2023_train_011707,C0041618
ROCOv2_2023_train_011708,C0041618
ROCOv2_2023_train_011709,C0040405
ROCOv2_2023_train_011710,C0041618
ROCOv2_2023_train_011711,C0041618
ROCOv2_2023_train_011712,C1306645;C0817096;C1999039
ROCOv2_2023_train_011713,C1306645;C0817096;C1999039
ROCOv2_2023_train_011714,C0041618
ROCOv2_2023_train_011715,C1306645;C0000726;C1999039
ROCOv2_2023_train_011716,C0040405
ROCOv2_2023_train_011717,C1306645;C0000726;C1999039
ROCOv2_2023_train_011718,C0040405
ROCOv2_2023_train_011719,C0040405
ROCOv2_2023_train_011720,C0040405
ROCOv2_2023_train_011721,C0040405
ROCOv2_2023_train_011722,C1306645;C0023216
ROCOv2_2023_train_011723,C1306645;C0023216
ROCOv2_2023_train_011724,C1306645;C0023216;C1999039
ROCOv2_2023_train_011725,C1306645;C1140618;C1999039
ROCOv2_2023_train_011726,C1306645;C0023216;C1999039
ROCOv2_2023_train_011727,C1306645;C0817096;C1996865
ROCOv2_2023_train_011728,C0040405
ROCOv2_2023_train_011729,C0040405
ROCOv2_2023_train_011730,C1306645;C0817096;C1996865
ROCOv2_2023_train_011731,C0041618
ROCOv2_2023_train_011732,C0002978
ROCOv2_2023_train_011733,C0002978
ROCOv2_2023_train_011734,C0002978
ROCOv2_2023_train_011735,C0002978
ROCOv2_2023_train_011736,C0002978
ROCOv2_2023_train_011737,C0002978
ROCOv2_2023_train_011738,C0040405
ROCOv2_2023_train_011739,C0040405
ROCOv2_2023_train_011740,C0040405
ROCOv2_2023_train_011741,C1306645;C0037303
ROCOv2_2023_train_011742,C1306645;C0037303
ROCOv2_2023_train_011743,C0041618
ROCOv2_2023_train_011744,C0041618
ROCOv2_2023_train_011745,C1306645;C0006141;C0205129
ROCOv2_2023_train_011746,C0040405
ROCOv2_2023_train_011747,C0041618
ROCOv2_2023_train_011748,C0041618
ROCOv2_2023_train_011749,C0032743
ROCOv2_2023_train_011750,C0024485
ROCOv2_2023_train_011751,C1306645;C0037303;C0205129
ROCOv2_2023_train_011752,C0041618
ROCOv2_2023_train_011753,C0040405
ROCOv2_2023_train_011754,C0024485
ROCOv2_2023_train_011755,C0041618
ROCOv2_2023_train_011756,C0040405
ROCOv2_2023_train_011757,C1306645;C0817096;C1996865
ROCOv2_2023_train_011758,C0040405
ROCOv2_2023_train_011759,C0002978
ROCOv2_2023_train_011760,C1306645;C0037303
ROCOv2_2023_train_011761,C0041618
ROCOv2_2023_train_011762,C0041618
ROCOv2_2023_train_011763,C0041618
ROCOv2_2023_train_011764,C0041618
ROCOv2_2023_train_011765,C0041618
ROCOv2_2023_train_011766,C0041618
ROCOv2_2023_train_011767,C0041618
ROCOv2_2023_train_011768,C0040405
ROCOv2_2023_train_011769,C0040405
ROCOv2_2023_train_011770,C0040405
ROCOv2_2023_train_011771,C0024485
ROCOv2_2023_train_011772,C1306645;C0817096;C1996865
ROCOv2_2023_train_011773,C0040405
ROCOv2_2023_train_011774,C0024485
ROCOv2_2023_train_011775,C0041618
ROCOv2_2023_train_011776,C0024485
ROCOv2_2023_train_011777,C0024485
ROCOv2_2023_train_011778,C0041618
ROCOv2_2023_train_011779,C0040405
ROCOv2_2023_train_011780,C0040405
ROCOv2_2023_train_011781,C0024485
ROCOv2_2023_train_011782,C1306645;C0817096;C1996865
ROCOv2_2023_train_011783,C1306645;C0817096
ROCOv2_2023_train_011784,C0024485
ROCOv2_2023_train_011785,C0024485
ROCOv2_2023_train_011786,C0024485
ROCOv2_2023_train_011787,C0024485
ROCOv2_2023_train_011788,C0041618
ROCOv2_2023_train_011789,C0041618
ROCOv2_2023_train_011790,C0002978
ROCOv2_2023_train_011791,C0002978
ROCOv2_2023_train_011792,C1306645;C0817096;C1996865
ROCOv2_2023_train_011793,C0040405
ROCOv2_2023_train_011794,C0024485
ROCOv2_2023_train_011795,C0024485
ROCOv2_2023_train_011796,C1306645;C0037303
ROCOv2_2023_train_011797,C1306645;C0037303
ROCOv2_2023_train_011798,C1306645;C0037303
ROCOv2_2023_train_011799,C1306645;C1140618;C1999039
ROCOv2_2023_train_011800,C1306645;C0817096;C1999039
ROCOv2_2023_train_011801,C0041618
ROCOv2_2023_train_011802,C0041618
ROCOv2_2023_train_011803,C0024485
ROCOv2_2023_train_011804,C0041618
ROCOv2_2023_train_011805,C0040405
ROCOv2_2023_train_011806,C0040405
ROCOv2_2023_train_011807,C1306645;C0817096;C1996865
ROCOv2_2023_train_011808,C1306645;C0817096;C1999039
ROCOv2_2023_train_011809,C0040405
ROCOv2_2023_train_011810,C0040405
ROCOv2_2023_train_011811,C0040405
ROCOv2_2023_train_011812,C0024485
ROCOv2_2023_train_011813,C0040405
ROCOv2_2023_train_011814,C0040405
ROCOv2_2023_train_011815,C1306645;C0000726;C1999039
ROCOv2_2023_train_011816,C0040405
ROCOv2_2023_train_011817,C0024485
ROCOv2_2023_train_011818,C0040405
ROCOv2_2023_train_011819,C1306645;C0817096;C1999039
ROCOv2_2023_train_011820,C0040405
ROCOv2_2023_train_011821,C1306645;C0817096;C1999039
ROCOv2_2023_train_011822,C0041618
ROCOv2_2023_train_011823,C1306645;C0023216
ROCOv2_2023_train_011824,C0002978
ROCOv2_2023_train_011825,C0040405
ROCOv2_2023_train_011826,C0041618
ROCOv2_2023_train_011827,C0040405
ROCOv2_2023_train_011828,C0041618
ROCOv2_2023_train_011829,C0041618
ROCOv2_2023_train_011830,C0032743
ROCOv2_2023_train_011831,C0032743
ROCOv2_2023_train_011832,C0040405
ROCOv2_2023_train_011833,C0024485
ROCOv2_2023_train_011834,C0002978
ROCOv2_2023_train_011835,C0041618
ROCOv2_2023_train_011836,C0040405
ROCOv2_2023_train_011837,C1306645;C0037949;C1999039
ROCOv2_2023_train_011838,C0040405
ROCOv2_2023_train_011839,C0041618
ROCOv2_2023_train_011840,C0040405
ROCOv2_2023_train_011841,C0040405
ROCOv2_2023_train_011842,C0040405
ROCOv2_2023_train_011843,C0040405
ROCOv2_2023_train_011844,C0040405
ROCOv2_2023_train_011845,C0024485
ROCOv2_2023_train_011846,C0024485
ROCOv2_2023_train_011847,C0041618
ROCOv2_2023_train_011848,C0040405
ROCOv2_2023_train_011849,C0024485
ROCOv2_2023_train_011850,C0024485
ROCOv2_2023_train_011851,C0024485
ROCOv2_2023_train_011852,C0024485
ROCOv2_2023_train_011853,C0024485
ROCOv2_2023_train_011854,C0040405
ROCOv2_2023_train_011855,C0024485
ROCOv2_2023_train_011856,C0024485
ROCOv2_2023_train_011857,C0040405
ROCOv2_2023_train_011858,C0040405
ROCOv2_2023_train_011859,C0040405
ROCOv2_2023_train_011860,C0041618
ROCOv2_2023_train_011861,C0002978
ROCOv2_2023_train_011862,C1306645;C0817096;C1996865
ROCOv2_2023_train_011863,C0041618
ROCOv2_2023_train_011864,C0041618
ROCOv2_2023_train_011865,C0040405
ROCOv2_2023_train_011866,C1306645;C0037949;C0205129
ROCOv2_2023_train_011867,C1306645;C0037949;C1999039
ROCOv2_2023_train_011868,C0041618
ROCOv2_2023_train_011869,C0024485
ROCOv2_2023_train_011870,C0024485
ROCOv2_2023_train_011871,C1306645;C0817096;C1999039
ROCOv2_2023_train_011872,C1306645;C0037949;C0205129
ROCOv2_2023_train_011873,C1306645;C0037949;C0205129
ROCOv2_2023_train_011874,C0040405
ROCOv2_2023_train_011875,C0024485
ROCOv2_2023_train_011876,C0024485
ROCOv2_2023_train_011877,C0024485
ROCOv2_2023_train_011878,C0024485
ROCOv2_2023_train_011879,C0024485
ROCOv2_2023_train_011880,C0024485
ROCOv2_2023_train_011881,C0040405
ROCOv2_2023_train_011882,C1306645;C0000726;C1999039
ROCOv2_2023_train_011883,C0040405
ROCOv2_2023_train_011884,C0041618
ROCOv2_2023_train_011885,C0041618
ROCOv2_2023_train_011886,C0041618
ROCOv2_2023_train_011887,C0041618
ROCOv2_2023_train_011888,C1306645;C0037303;C0205129
ROCOv2_2023_train_011889,C1306645;C0037303
ROCOv2_2023_train_011890,C0040405
ROCOv2_2023_train_011891,C1306645;C0037303;C0205129
ROCOv2_2023_train_011892,C0040405
ROCOv2_2023_train_011893,C0024485
ROCOv2_2023_train_011894,C1306645;C0817096;C1999039
ROCOv2_2023_train_011895,C0041618
ROCOv2_2023_train_011896,C0024485
ROCOv2_2023_train_011897,C0024485
ROCOv2_2023_train_011898,C0024485
ROCOv2_2023_train_011899,C0040405
ROCOv2_2023_train_011900,C1306645;C0037303
ROCOv2_2023_train_011901,C0040405
ROCOv2_2023_train_011902,C1306645;C0817096;C1996865
ROCOv2_2023_train_011903,C0041618
ROCOv2_2023_train_011904,C1306645;C0817096;C1999039
ROCOv2_2023_train_011905,C1306645;C0000726;C1999039
ROCOv2_2023_train_011906,C1306645;C0817096;C1999039
ROCOv2_2023_train_011907,C0041618
ROCOv2_2023_train_011908,C0041618
ROCOv2_2023_train_011909,C0040405
ROCOv2_2023_train_011910,C0040405
ROCOv2_2023_train_011911,C0040405
ROCOv2_2023_train_011912,C0040405
ROCOv2_2023_train_011913,C0040405
ROCOv2_2023_train_011914,C0041618
ROCOv2_2023_train_011915,C0041618
ROCOv2_2023_train_011916,C1306645;C0000726;C1999039
ROCOv2_2023_train_011917,C0024485
ROCOv2_2023_train_011918,C0040405
ROCOv2_2023_train_011919,C0040405
ROCOv2_2023_train_011920,C0040405
ROCOv2_2023_train_011921,C0002978
ROCOv2_2023_train_011922,C1306645;C0037303
ROCOv2_2023_train_011923,C0040405
ROCOv2_2023_train_011924,C1306645;C0817096;C1996865
ROCOv2_2023_train_011925,C1306645;C0023216;C0205129
ROCOv2_2023_train_011926,C1306645;C0023216;C1999039
ROCOv2_2023_train_011927,C1306645;C0037303
ROCOv2_2023_train_011928,C1306645;C0037303
ROCOv2_2023_train_011929,C0040405
ROCOv2_2023_train_011930,C1306645;C0817096;C1996865
ROCOv2_2023_train_011931,C1306645;C0817096;C1996865
ROCOv2_2023_train_011932,C0040405
ROCOv2_2023_train_011933,C0040405
ROCOv2_2023_train_011934,C0024485
ROCOv2_2023_train_011935,C0024485
ROCOv2_2023_train_011936,C1306645;C0000726;C1999039
ROCOv2_2023_train_011937,C0040405
ROCOv2_2023_train_011938,C0041618
ROCOv2_2023_train_011939,C0040405
ROCOv2_2023_train_011940,C1306645;C0817096;C1996865
ROCOv2_2023_train_011941,C1306645;C0037303
ROCOv2_2023_train_011942,C1306645;C0037303
ROCOv2_2023_train_011943,C1306645;C0817096;C1996865
ROCOv2_2023_train_011944,C0040405
ROCOv2_2023_train_011945,C0040405
ROCOv2_2023_train_011946,C1306645;C1140618;C1999039
ROCOv2_2023_train_011947,C0024485
ROCOv2_2023_train_011948,C1306645;C0817096;C0205129
ROCOv2_2023_train_011949,C1306645;C0817096;C1996865
ROCOv2_2023_train_011950,C1306645;C0817096;C1996865
ROCOv2_2023_train_011951,C0024485
ROCOv2_2023_train_011952,C0024485
ROCOv2_2023_train_011953,C0024485
ROCOv2_2023_train_011954,C0040405
ROCOv2_2023_train_011955,C1306645;C0037303
ROCOv2_2023_train_011956,C0040405
ROCOv2_2023_train_011957,C1306645;C0037303
ROCOv2_2023_train_011958,C0040405
ROCOv2_2023_train_011959,C0040405
ROCOv2_2023_train_011960,C1306645;C0037303
ROCOv2_2023_train_011961,C1306645;C0817096
ROCOv2_2023_train_011962,
ROCOv2_2023_train_011963,C0040405
ROCOv2_2023_train_011964,C0040405
ROCOv2_2023_train_011965,C0040405
ROCOv2_2023_train_011966,C0040405
ROCOv2_2023_train_011967,C0040405
ROCOv2_2023_train_011968,C0040405
ROCOv2_2023_train_011969,C0040405
ROCOv2_2023_train_011970,C0024485
ROCOv2_2023_train_011971,C0040405
ROCOv2_2023_train_011972,C0041618
ROCOv2_2023_train_011973,C0041618
ROCOv2_2023_train_011974,C0041618
ROCOv2_2023_train_011975,C0041618
ROCOv2_2023_train_011976,C0041618
ROCOv2_2023_train_011977,C0040405
ROCOv2_2023_train_011978,C0040405
ROCOv2_2023_train_011979,C0040405
ROCOv2_2023_train_011980,C1306645;C0037303
ROCOv2_2023_train_011981,C1306645;C0037303
ROCOv2_2023_train_011982,C0040405
ROCOv2_2023_train_011983,C1306645;C0817096;C1999039
ROCOv2_2023_train_011984,C1306645;C0817096;C1996865
ROCOv2_2023_train_011985,C0040405
ROCOv2_2023_train_011986,C0040405
ROCOv2_2023_train_011987,C0040405
ROCOv2_2023_train_011988,C0040405
ROCOv2_2023_train_011989,C0040405
ROCOv2_2023_train_011990,C0024485
ROCOv2_2023_train_011991,C1306645;C0037303
ROCOv2_2023_train_011992,C0040405
ROCOv2_2023_train_011993,C0040405
ROCOv2_2023_train_011994,C0040405
ROCOv2_2023_train_011995,C0040405
ROCOv2_2023_train_011996,C0024485
ROCOv2_2023_train_011997,C0040405
ROCOv2_2023_train_011998,C1306645;C0006141
ROCOv2_2023_train_011999,C0040405
ROCOv2_2023_train_012000,C0002978
ROCOv2_2023_train_012001,C0002978
ROCOv2_2023_train_012002,C0041618
ROCOv2_2023_train_012003,C0040405
ROCOv2_2023_train_012004,C0040405
ROCOv2_2023_train_012005,C1306645;C0817096;C1999039
ROCOv2_2023_train_012006,C0024485
ROCOv2_2023_train_012007,C0040405
ROCOv2_2023_train_012008,C1306645;C0037949
ROCOv2_2023_train_012009,C0040405
ROCOv2_2023_train_012010,C0040405
ROCOv2_2023_train_012011,C0024485
ROCOv2_2023_train_012012,C0040405
ROCOv2_2023_train_012013,C0040405
ROCOv2_2023_train_012014,C0040405
ROCOv2_2023_train_012015,C0040405
ROCOv2_2023_train_012016,C1306645;C0817096;C1996865
ROCOv2_2023_train_012017,C0040405
ROCOv2_2023_train_012018,C1306645;C0023216;C1999039
ROCOv2_2023_train_012019,C1306645;C0817096;C1996865
ROCOv2_2023_train_012020,C0040405
ROCOv2_2023_train_012021,C0040405
ROCOv2_2023_train_012022,C0002978
ROCOv2_2023_train_012023,C0024485
ROCOv2_2023_train_012024,C0040405
ROCOv2_2023_train_012025,C0024485
ROCOv2_2023_train_012026,C0040405
ROCOv2_2023_train_012027,C0024485
ROCOv2_2023_train_012028,C0024485
ROCOv2_2023_train_012029,C0024485
ROCOv2_2023_train_012030,C0024485
ROCOv2_2023_train_012031,C0024485
ROCOv2_2023_train_012032,C0040405
ROCOv2_2023_train_012033,C0040405
ROCOv2_2023_train_012034,C0002978
ROCOv2_2023_train_012035,C1306645;C0023216;C1999039
ROCOv2_2023_train_012036,C1306645;C0023216;C1999039
ROCOv2_2023_train_012037,C0002978
ROCOv2_2023_train_012038,C1306645;C0037303
ROCOv2_2023_train_012039,C1306645;C0037303
ROCOv2_2023_train_012040,C0024485
ROCOv2_2023_train_012041,C0024485
ROCOv2_2023_train_012042,C0024485
ROCOv2_2023_train_012043,C0041618
ROCOv2_2023_train_012044,C0040405
ROCOv2_2023_train_012045,C1306645;C0817096;C1999039
ROCOv2_2023_train_012046,C1306645;C0817096;C1996865
ROCOv2_2023_train_012047,C0024485
ROCOv2_2023_train_012048,C1306645;C0037303
ROCOv2_2023_train_012049,C0041618
ROCOv2_2023_train_012050,
ROCOv2_2023_train_012051,C0040405
ROCOv2_2023_train_012052,C0040405
ROCOv2_2023_train_012053,C1306645;C0037303
ROCOv2_2023_train_012054,C1306645;C0037303
ROCOv2_2023_train_012055,C1306645;C0037303
ROCOv2_2023_train_012056,C0040405
ROCOv2_2023_train_012057,C1306645;C0037949
ROCOv2_2023_train_012058,C1306645;C0037949;C0205129
ROCOv2_2023_train_012059,C0032743
ROCOv2_2023_train_012060,C0040405
ROCOv2_2023_train_012061,C1306645;C0023216;C1999039
ROCOv2_2023_train_012062,C0024485
ROCOv2_2023_train_012063,C1306645;C0817096;C1996865
ROCOv2_2023_train_012064,C0040405
ROCOv2_2023_train_012065,C1306645;C0817096;C1999039
ROCOv2_2023_train_012066,C1306645;C0000726;C1999039
ROCOv2_2023_train_012067,C0040405
ROCOv2_2023_train_012068,C0041618
ROCOv2_2023_train_012069,C0041618
ROCOv2_2023_train_012070,C1306645;C0000726;C1999039
ROCOv2_2023_train_012071,C1306645;C0000726;C1999039
ROCOv2_2023_train_012072,C0040405
ROCOv2_2023_train_012073,C0040405
ROCOv2_2023_train_012074,C0040405
